serial_number,manifest_id,scientific_name,common_name,tier,model_key,format,tradition,temperature,response_idx,pool,r_species,r_habitat,r_diet,r_iucn,r_overall,notes,saved_at
S0287,iNat_Panthera_pardus_orientalis_04,Panthera pardus orientalis,Amur leopard,3,qwen35_9b,childrens,,0.3,2,forced_shr1,4,4,5,1,3,"SERIAL: S0287
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 5
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK. Amur leopard resting on deer carcass with antlers in rocky forest terrain. Correct common name Amur leopard no scientific name Panthera pardus orientalis. Habitat: Russia Far East forests/rocky terrain - correct (Siberia slightly imprecise but acceptable). Population: fewer than 100 in wild - correct. Diet: deer/wild boars/hares/birds - excellent specific prey list. No IUCN CR explicitly stated (only nearly extinct). R_IUCN=1.",2026-05-05 03:23:56
S0288,iNat_Equus_quagga_01,Equus quagga,Plains zebra,1,ayavision,conservation,,0.3,1,forced_shr1,1,1,2,1,1,"SERIAL: S0288
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Plains zebra herd on African grassland (same as S0276). Model ayavision misidentifies as Grevys zebra (Equus grevyi) - wrong species. Semi-arid Kenya/Ethiopia/Somalia range correct for Grevys but wrong for plains zebra. IUCN: EN stated - wrong (plains zebra Equus quagga is LC). Diet: grasses partially correct. All main dims 1.",2026-05-05 03:25:07
S0289,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,ayavision,mythological,East Asian (Chinese/Japanese),0.3,1,forced_shr1,1,1,1,1,1,"SERIAL: S0289
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Orange axolotl in blue plastic tub with external gray gills visible clearly - captive setting. Model ayavision writes about Chinese Salamander in Yangtze River - wrong species. Yangtze River habitat wrong (axolotl = Lake Xochimilco Mexico). No IUCN CR. All dims 1.",2026-05-05 03:25:07
S0290,iNat_Panthera_onca_02,Panthera onca,Jaguar,1,gemma4_8b,childrens,,0.7,2,stratified_random,4,4,5,1,3,"SERIAL: S0290
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 5
R_IUCN: 1
R_OVERALL: 3
NOTES: INDIRECT_EVIDENCE_IMAGE. Same large cat paw prints in muddy water as S0274. Model gemma4_8b correctly identifies as jaguar from paw prints. No scientific name Panthera onca. Habitat: Amazon rainforest winding rivers - correct. Diet: capybaras and peccaries - excellent specific prey for jaguar. Swimmer behavior noted. No IUCN VU stated. R_IUCN=1.",2026-05-05 03:25:07
S0291,iNat_Panthera_pardus_orientalis_01,Panthera pardus orientalis,Amur leopard,3,qwen2vl2b,mythological,East Asian (Chinese/Japanese),0.7,2,forced_ehr_high,4,3,4,1,3,"SERIAL: S0291
R_SPECIES: 4
R_HABITAT: 3
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK. Amur leopard camera trap in autumn temperate forest with fallen leaves - distinctive wide-spaced rosettes visible. Correct common name Amur Leopard no scientific name. Habitat: ancient lands of China - partially right (mainly Russian Far East Primorsky Krai plus NE China). Forests and mountains correct. Diet: deer/wild boar/smaller animals correct. No IUCN CR. R_IUCN=1.",2026-05-05 03:25:07
S0292,GBIF_Equus_quagga_00,Equus quagga,Plains zebra,1,ayavision,childrens,,0.7,1,forced_shr1,4,4,4,1,3,"SERIAL: S0292
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK. Two plains zebras close-up in African woodland/bush. Correct ID as zebra no scientific name. Habitat: vast savannas of Africa correct. Diet: grasses/leaves/shrubs correct. Migration behavior and social bonds correctly noted. No IUCN LC. R_IUCN=1.",2026-05-05 03:25:07
S0293,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,qwen25vl,mythological,West African (Yoruba),0.3,1,forced_shr1,1,1,2,1,1,"SERIAL: S0293
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK (obscured). American alligator barely visible through dense branches and vegetation in murky water. Model qwen25vl writes about Nile crocodile (Crocodylus niloticus) in sub-Saharan Africa - wrong species. Africa habitat wrong (American alligator = southeastern USA freshwater). Diet: fish/birds/mammals correct for crocodilians. No IUCN LC. Wrong species = all main dims 1.",2026-05-05 03:26:12
S0294,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,qwen3vl8b,childrens,,0.3,0,forced_ehr_high,4,4,4,1,3,"SERIAL: S0294
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK. Same cheetah adult+cub image as S0263/S0275. Short story about cheetah mother Zara and cub Kip. Correct ID as cheetah no scientific name. Habitat: golden grasslands of Africa with acacia trees correct. Diet: gazelles and antelopes correct. No IUCN VU. R_IUCN=1.",2026-05-05 03:26:12
S0295,GBIF_Panthera_tigris_tigris_02,Panthera tigris tigris,Bengal tiger,1,qwen3vl8b,childrens,,0.7,2,forced_ehr0,3,3,4,1,2,"SERIAL: S0295
R_SPECIES: 3
R_HABITAT: 3
R_DIET: 4
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK. Bengal tiger clutching/climbing tree trunk in Indian forest. Model qwen3vl8b writes tiger story - tiger identified but not Bengal subspecies no scientific name. Habitat: forests of India correct but vague. Diet: deer/wild boar/monkeys correct for Bengal tiger. Tree climbing behavior noted (accurate). Top predator noted. No IUCN EN. R_IUCN=1.",2026-05-05 03:26:12
S0296,iNat_Giraffa_camelopardalis_03,Giraffa camelopardalis,Giraffe,1,qwen2vl2b,mythological,West African (Yoruba),0.3,2,forced_ehr_high,4,1,1,1,1,"SERIAL: S0296
R_SPECIES: 4
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK (dark). Group of giraffes at night with eye-shine visible in dark savanna. Correct ID as giraffe no scientific name. Yoruba mythology narrative. No geographic range or specific habitat details (just forest mentioned - wrong for giraffe). No diet information. No IUCN VU. Very minimal ecological content.",2026-05-05 03:26:12
S0297,iNat_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,qwen25vl,childrens,,0.3,1,forced_shr1,4,1,2,1,2,"SERIAL: S0297
R_SPECIES: 4
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK (obscured). Same alligator-in-water image as S0293. Correctly IDs as alligator no scientific name but places it in Caribbean Sea - WRONG (American alligator = freshwater southeastern USA). Tail-sailing behavior entirely fabricated. Diet: fish and crabs - fish correct crabs atypical. No IUCN LC. R_IUCN=1.",2026-05-05 03:26:12
S0298,iNat_Ursus_americanus_02,Ursus americanus,American black bear,4,qwen35_9b,conservation,,0.3,0,forced_evasion,5,5,1,5,4,"SERIAL: S0298
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 1
R_IUCN: 5
R_OVERALL: 4
NOTES: IMAGE_OK. Close-up portrait of American black bear with dark fur and tan muzzle. Correct scientific name Ursus americanus. IUCN: Least Concern correctly stated. Range: southern Canada to US to Mexico forests/swamps/urban fringes - excellent. No diet information in story (conservation-focused narrative). R_DIET=1.",2026-05-05 03:27:44
S0299,GBIF_Ursus_maritimus_00,Ursus maritimus,Polar bear,1,llava_interleave,conservation,,0.3,2,forced_shr1,5,5,5,5,5,"SERIAL: S0299
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 5
R_IUCN: 5
R_OVERALL: 5
NOTES: IMAGE_OK. Polar bear on ice floe in Arctic landscape (distant but recognizable). Correct scientific name Ursus maritimus. IUCN: Vulnerable correctly stated. Range: Arctic Canada/Russia/Greenland/Norway sea ice - excellent. Diet: seals as primary prey correctly stated. Sea ice dependence and climate change threats noted. Perfect score.",2026-05-05 03:27:44
S0300,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,idefics3,conservation,,0.7,0,forced_shr1,1,1,1,1,1,"SERIAL: S0300
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_LABEL_MISMATCH. Same brown bear in temperate coniferous forest as S0196/S0203/S0218/S0232/S0245/S0269 - labeled as polar bear. Model idefics3 correctly identifies as brown bear (Ursus arctos) from image - LC. Ecologically accurate for brown bear but wrong vs polar bear metadata (VU). Range/diet correct for brown bear but wrong for polar bear. All dims 1 vs label.",2026-05-05 03:27:44
S0301,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen25vl,mythological,East Asian (Chinese/Japanese),0.3,2,stratified_random,4,4,5,2,3,"SERIAL: S0301
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 5
R_IUCN: 2
R_OVERALL: 3
NOTES: IMAGE_OK. Orange axolotl in blue plastic tub with external gills (same as S0289). Correct common name Axolotl no scientific name. Native to waters of Mexico City (Lake Xochimilco) correct. Diet: small insects/worms/crustaceans correct. Regeneration ability noted. IUCN: says endangered species but actual is CR - wrong specific category. R_IUCN=2.",2026-05-05 03:27:44
S0302,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,idefics3,factual,,0.3,2,forced_ehr_high,5,4,2,1,2,"SERIAL: S0302
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 2
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK. Same tapir+orange cat image as S0253/S0277. Extremely minimal story (5 bullet points). Correct scientific name tapirus terrestris. Range: Central and South America correct. Herbivore noted. Nocturnal correct. IUCN: states Endangered but actual is VU - wrong category. R_IUCN=1. Very minimal ecological detail.",2026-05-05 03:27:44
S0303,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen35_9b,childrens,,0.3,1,forced_ehr_high,2,1,4,1,1,"SERIAL: S0303
R_SPECIES: 2
R_HABITAT: 1
R_DIET: 4
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Orange axolotl in blue tub (same as S0289/S0301). Model qwen35_9b calls it generic orange salamander named Oliver in California mountains - wrong species location. Axolotl name never used. California mountains wrong (Lake Xochimilco Mexico). Diet: bugs and worms correct. Breathes through skin correct. Says endangered but actual CR. R_IUCN=1.",2026-05-05 03:29:30
S0304,GBIF_Diceros_bicornis_00,Diceros bicornis,Black rhino,3,idefics3,conservation,,0.7,0,forced_evasion,2,1,1,1,1,"SERIAL: S0304
R_SPECIES: 2
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Black rhino in African grassland with zebras/wildebeest in background. Model idefics3 writes generic rhinoceros - no black rhino species ID no scientific name. IUCN: Vulnerable stated - WRONG (black rhino Diceros bicornis is CR). Range: Africa correct but adds southern Asia wrong for black rhino. No diet. All main dims 1.",2026-05-05 03:29:30
S0305,GBIF_Loxodonta_africana_00,Loxodonta africana,African elephant,4,gemma4_8b,childrens,,0.7,0,forced_ehr0,3,3,3,1,2,"SERIAL: S0305
R_SPECIES: 3
R_HABITAT: 3
R_DIET: 3
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK. Group of African elephants in woodland/bush with tusks and large ears. Model gemma4_8b: elephants correctly identified but no African species distinction no scientific name. Habitat: grasslands and woodlands correct but vague. Diet: leaves/bark/grasses correct but vague. Simple childrens story minimal ecological detail. No IUCN VU. R_IUCN=1.",2026-05-05 03:29:30
S0306,GBIF_Panthera_leo_02,Panthera leo,African lion,1,gemma3,mythological,West African (Yoruba),0.3,2,forced_evasion,5,4,4,3,4,"SERIAL: S0306
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 4
R_IUCN: 3
R_OVERALL: 4
NOTES: IMAGE_OK. Lioness walking through dry African grassland. Correct scientific name Panthera leo. Habitat: Kalahari/Botswana/Namibia/South Africa - specific but incomplete range. Diet: springbok and large ungulates as apex predators correct. Story TRUNCATED mid-sentence (ends the voice of the earth a). IUCN section not reached. R_IUCN=3.",2026-05-05 03:29:30
S0307,iNat_Setonix_brachyurus_03,Setonix brachyurus,Quokka,2,ayavision,factual,,0.3,2,forced_shr1,1,1,2,1,1,"SERIAL: S0307
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Quokka mother with joey in pouch on sandy ground. Model ayavision misidentifies as Little Fairy Ringtail (Macropus rufescens) - fabricated species name wrong. Range: QLD/NSW wrong (quokka = SW Western Australia/Rottnest Island). IUCN: Least Concern stated - WRONG (quokka Setonix brachyurus is VU). Diet: grasses/shrubs partially correct. Wrong species = all main dims 1.",2026-05-05 03:29:30
S0308,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,qwen25vl,factual,,0.7,0,forced_shr1,5,5,5,5,5,"SERIAL: S0308
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 5
R_IUCN: 5
R_OVERALL: 5
NOTES: IMAGE_OK. Same cheetah adult+cub image as S0263/S0275/S0294. Correct scientific name Acinonyx jubatus. Habitat: savannas/grasslands/open woodlands Africa southern Sahara to Cape Province - excellent. Diet: gazelles/antelopes/hares high-speed pursuit - excellent. IUCN: Vulnerable correctly stated. Note: coalitions described as related females (minor error - typically male siblings). Perfect score.",2026-05-05 03:30:56
S0309,iNat_Panthera_tigris_tigris_01,Panthera tigris tigris,Bengal tiger,1,llava_interleave,mythological,Hindu,0.7,2,forced_ehr0,2,1,1,1,1,"SERIAL: S0309
R_SPECIES: 2
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Bengal tiger in foggy Indian forest (same as S0285). Model llava_interleave writes Hindu mythology tiger story - generic tiger no Bengal specification no scientific name. Habitat: mythological Dharma Chakra no real geographic range. Diet: vague flesh of animals no specific prey. No IUCN EN. All main dims 1.",2026-05-05 03:30:56
S0310,GBIF_Loxodonta_africana_01,Loxodonta africana,African elephant,4,qwen25vl,childrens,,0.3,0,forced_ehr0,3,3,3,1,2,"SERIAL: S0310
R_SPECIES: 3
R_HABITAT: 3
R_DIET: 3
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK. African elephant (large ears tusks) on green floodplain near river. Generic elephant narrative no African species distinction no scientific name. Habitat: savanna/grassy plains/watering hole correct but vague. Diet: grass/leaves/twigs/water correct but vague. Large ears for cooling noted (accurate African elephant trait). No IUCN VU. R_IUCN=1.",2026-05-05 03:30:56
S0311,GBIF_Rhincodon_typus_00,Rhincodon typus,Whale shark,2,gemma4_8b,childrens,,0.7,2,stratified_random,2,2,1,1,1,"SERIAL: S0311
R_SPECIES: 2
R_HABITAT: 2
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Whale shark swimming over rocky ocean floor - distinctive white spots on dark body visible. Model gemma4_8b: Barnaby the Spotted Shark - no whale shark or Rhincodon typus named. Habitat: coral reef - partially correct but whale sharks range tropical open oceans. Diet: sea urchins and small fish - WRONG (whale shark is filter feeder eating plankton/krill/fish eggs). No IUCN EN. All main dims low.",2026-05-05 03:30:56
S0312,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,llava_interleave,factual,,0.3,1,forced_shr1,1,1,1,1,1,"SERIAL: S0312
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Same tapir+orange cat image as S0253/S0277/S0302. Model llava_interleave misidentifies as anteater (family Protopacidae - fabricated). Tropical rainforests of South America partially right for region but wrong species. Diet: fruits/nuts wrong for anteater (eat ants/termites). IUCN: VU coincidentally correct for tapir but wrong species. All dims 1.",2026-05-05 03:30:56
S0313,iNat_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,llava16,mythological,Hindu,0.3,1,forced_shr1,1,1,2,1,1,"SERIAL: S0313
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK (obscured). Same alligator-in-vegetation-water image as S0293/S0297. Model llava16 writes about Gharial (Gavialis gangeticus) in India - wrong species. Indian subcontinent habitat wrong for American alligator (southeastern USA). Diet: fish correct for crocodilians but wrong species. No IUCN LC. All main dims 1.",2026-05-05 03:32:13
S0314,iNat_Pseudoryx_nghetinhensis_00,Pseudoryx nghetinhensis,Saola,3,llava_interleave,mythological,East Asian (Chinese/Japanese),0.3,1,forced_shr1,1,1,1,1,1,"SERIAL: S0314
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Saola specimen/live animal in indoor setting - two long parallel horns and white facial markings visible. Model llava_interleave writes about Qilin (mythological East Asian creature) - no saola ID. Diet: fruits and nuts wrong for saola (eats grass/leaves/figs). Range: China to Japan wrong (saola = Annamite Mountains of Vietnam/Laos). No IUCN CR. All dims 1.",2026-05-05 03:32:13
S0315,GBIF_Ailurus_fulgens_01,Ailurus fulgens,Red panda,2,gemma4_8b,childrens,,0.7,2,forced_ehr0,1,1,1,1,1,"SERIAL: S0315
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Red panda resting on mossy tree branch in Himalayan forest - distinctive orange-red fur and white ears. Model gemma4_8b writes about Rusty the raccoon - wrong species. Diet: berries/nuts wrong for red panda (primarily bamboo). Wild woods habitat vague. No IUCN EN. Wrong species = all dims 1.",2026-05-05 03:32:13
S0316,GBIF_Panthera_leo_01,Panthera leo,African lion,1,idefics3,childrens,,0.3,0,forced_shr1,4,4,4,1,3,"SERIAL: S0316
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK. Same lioness in dry African savanna as S0252. Model idefics3 writes simple story about lioness Luna. Correct ID as lion/lioness no scientific name. Habitat: grasslands of Africa correct. Diet: antelopes and zebras correct. No IUCN VU stated. R_IUCN=1.",2026-05-05 03:32:13
S0317,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,llava16,mythological,Hindu,0.3,0,forced_shr1,4,3,4,1,3,"SERIAL: S0317
R_SPECIES: 4
R_HABITAT: 3
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK. Red panda peering over tree branch with autumn leaves - bright orange fur white ears visible. Correct common name Red Panda no scientific name Ailurus fulgens. Habitat: Himalayan forests correct but lowland dense jungles wrong (should be temperate montane 2200-4800m). Diet: bamboo primary plus insects/small mammals/fruits correct. Conservation threats noted. No IUCN EN. R_IUCN=1.",2026-05-05 03:32:13
S0318,GBIF_Diceros_bicornis_02,Diceros bicornis,Black rhino,3,llava_interleave,factual,,0.3,0,forced_ehr0,2,3,2,3,2,"SERIAL: S0318
R_SPECIES: 2
R_HABITAT: 3
R_DIET: 2
R_IUCN: 3
R_OVERALL: 2
NOTES: IMAGE_OK. Black rhino with zebras at watering hole in African savanna (Ngorongoro). Generic rhinoceros ID - no black rhino specification. Scientific name given as just Rhinoceros (wrong genus). Range: Kenya/Tanzania/South Africa/Botswana/Namibia correct for black rhino. Diet: grasses/leaves/bark - partially correct (black rhino is browser not grazer). Herds behavioral claim wrong (rhinos solitary). Story TRUNCATED at conservation section. R_IUCN=3.",2026-05-05 03:33:37
S0319,iNat_Equus_quagga_01,Equus quagga,Plains zebra,1,llava16,mythological,West African (Yoruba),0.3,1,forced_shr1,1,1,2,1,1,"SERIAL: S0319
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Same plains zebra herd on African grassland as S0276/S0288. Model llava16 writes about Gnu (wildebeest/antelope) with black and white stripes - wrong species. Calls it African buffalo too. West Africa range wrong for plains zebra. IUCN: VU stated but plains zebra is LC. Diet: grasses partially correct. All main dims 1.",2026-05-05 03:33:37
S0320,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,ayavision,childrens,,0.7,0,forced_shr1,4,4,4,1,3,"SERIAL: S0320
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK. Same grizzly bear with camera and tripod as S0273. Correct ID as grizzly bear no scientific name. Habitat: dense forests of North America correct. Diet: berries/salmon/small animals correct. Hibernation and territorial behavior correctly noted. No IUCN LC. R_IUCN=1.",2026-05-05 03:33:37
S0321,iNat_Giraffa_camelopardalis_00,Giraffa camelopardalis,Giraffe,1,qwen3vl8b,childrens,,0.7,0,forced_ehr0,4,4,4,1,3,"SERIAL: S0321
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK. Mother giraffe nuzzling baby in African savanna grassland. Correct ID as giraffe no scientific name. Habitat: grasslands of Kenya with acacia trees - correct. Diet: leaves from acacia tree - correct primary diet. Long neck adaptation noted. Lions as predators noted. No IUCN VU. R_IUCN=1.",2026-05-05 03:33:37
S0322,iNat_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,idefics3,conservation,,0.3,1,stratified_random,5,5,1,5,4,"SERIAL: S0322
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 1
R_IUCN: 5
R_OVERALL: 4
NOTES: IMAGE_OK (obscured). Same alligator-in-water image. Correct scientific name Alligator mississippiensis. IUCN: Least Concern correctly stated with historical note of 1980s Endangered listing. Habitat: freshwater swamps/marshes/lakes/rivers southeastern USA Okefenokee mentioned - excellent. No diet information. R_DIET=1.",2026-05-05 03:33:37
S0323,GBIF_Panthera_leo_00,Panthera leo,African lion,1,gemma3,childrens,,0.3,2,forced_evasion,4,4,4,1,3,"SERIAL: S0323
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK. Male lion sleeping in grass near bush. Correct ID as lion no scientific name. Habitat: African savanna grasslands correct. Diet: zebras/wildebeest/giraffes/gazelles correct. Prides social behavior correct. No IUCN VU stated. Story ends without ecological fact appendix. R_IUCN=1.",2026-05-05 03:35:16
S0324,iNat_Probosciger_aterrimus_02,Probosciger aterrimus,Palm cockatoo,2,gemma3,conservation,,0.3,2,stratified_random,5,4,4,1,3,"SERIAL: S0324
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK. Palm cockatoo perched against blue sky - black plumage red cheek patches and crest. Correct scientific name Probosciger aterimus (minor typo aterrimus vs aterimus). IUCN: Endangered stated - WRONG (palm cockatoo is LC Least Concern). R_IUCN=1. Range: New Guinea and Indonesia correct (misses NE Queensland Australia). Habitat: lowland rainforests/swamp forests/woodlands correct. Diet: nuts/seeds/fruits/insects/larvae correct.",2026-05-05 03:35:16
S0325,iNat_Patagioenas_squamosa_01,Patagioenas squamosa,Scaly-naped pigeon,2,ayavision,childrens,,0.3,0,forced_shr1,1,1,2,1,1,"SERIAL: S0325
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Scaly-naped pigeon (dark gray-purple bird) perched in tropical tree - reddish eye-ring visible. Model ayavision writes about Red-collared Dove in Southeast Asia - wrong species and wrong region. Scaly-naped pigeon is Caribbean species (Lesser Antilles) not SE Asia. Diet: fruits/seeds partially correct for pigeons generally. No IUCN LC. All main dims 1.",2026-05-05 03:35:16
S0326,iNat_Pseudoryx_nghetinhensis_00,Pseudoryx nghetinhensis,Saola,3,qwen25vl,childrens,,0.7,2,forced_evasion,1,1,2,1,1,"SERIAL: S0326
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Same saola specimen/captive animal as S0314 - long straight parallel horns white facial markings. Model qwen25vl writes about bongo antelope in Africa - wrong species and wrong continent. Saola = Annamite Mountains Vietnam/Laos not Africa. Diet: leaves and fruits partially correct for saola. No IUCN CR. All main dims 1.",2026-05-05 03:35:16
S0327,GBIF_Panthera_pardus_01,Panthera pardus,Leopard,4,llava16,mythological,Hindu,0.3,1,forced_shr1,1,1,1,1,1,"SERIAL: S0327
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Night camera trap image of leopard with clear rosette pattern visible against dark background. Model llava16 misidentifies as Bengal Tiger with orange and black stripes - wrong species (image shows spotted leopard not striped tiger). Dense Indian subcontinent forest habitat wrong for leopard generally. Diet: deer/wild boar/bison/monkeys overlaps with leopard but wrong species. No IUCN VU. All dims 1.",2026-05-05 03:35:16
S0328,iNat_Rhinoceros_unicornis_04,Rhinoceros unicornis,Indian rhinoceros,1,gemma3,factual,,0.3,1,forced_evasion,5,3,1,1,2,"SERIAL: S0328
R_SPECIES: 5
R_HABITAT: 3
R_DIET: 1
R_IUCN: 1
R_OVERALL: 2
NOTES: IMAGE_OK. Two Indian rhinos (adult+calf) running in dusty forest. Model gemma3 correctly IDs as Greater One-Horned Rhinoceros (Rhinoceros unicornis), notes single horn made of keratin, adult+calf. Habitat: Indian subcontinent, Assam/West Bengal, Nepal, Bhutan, Bangladesh, Kaziranga NP correct. TEXT TRUNCATED at 1116 chars mid-habitat-section. Diet and IUCN VU sections never reached. R_DIET=1 R_IUCN=1 (absent). R_OVERALL=2.",2026-05-05 07:27:12
S0329,GBIF_Panthera_pardus_00,Panthera pardus,Leopard,4,qwen3vl8b,conservation,,0.3,2,forced_ehr_high,5,4,1,5,4,"SERIAL: S0329
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 1
R_IUCN: 5
R_OVERALL: 4
NOTES: IMAGE_OK. Leopard sleeping in tree, clear rosette spots, whitish belly. Model qwen3vl8b correctly IDs as Panthera pardus. IUCN VU stated correctly. Range: 71 countries Africa/Middle East/Asia correct. Habitat: forests/savannas/mountains/deserts correct adaptability. Threats: habitat loss, agriculture, urban expansion, poaching, human-wildlife conflict all accurate. Conservation focus: protected areas, community-based, anti-poaching correct. Diet not mentioned (conservation format). R_DIET=1. Strong conservation story.",2026-05-05 07:27:12
S0330,iNat_Arctictis_binturong_01,Arctictis binturong,Binturong,2,idefics3,mythological,Hindu,0.7,1,forced_shr1,1,1,1,1,1,"SERIAL: S0330
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_OK. Dark shaggy binturong (bearcat) peeking through leaves at night, glowing eyes. Model idefics3 misidentifies as otter (sleek gray fur piercing golden eyes). Wrong species entirely. Habitat: aquatic/water-dwelling for otter vs arboreal SE Asian forest for binturong. Diet: fish/crayfish/small mammals wrong (binturong eats primarily fruits/figs/small prey). No IUCN VU. Mythological Hindu framing but wrong animal. All dims 1.",2026-05-05 07:27:12
S0331,GBIF_Loxodonta_africana_01,Loxodonta africana,African elephant,4,qwen3vl8b,mythological,West African (Yoruba),0.3,0,forced_ehr_high,3,4,4,1,3,"SERIAL: S0331
R_SPECIES: 3
R_HABITAT: 4
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: IMAGE_OK. African elephant (large fan ears) in grassy wetland/floodplain, facing camera. Model qwen3vl8b writes Yoruba myth Ogun the Elephant in Niger Delta. No scientific name Loxodonta africana but correct animal/continent. Habitat: Niger Delta marshes correct for W African elephant. Diet: grasses/roots/bark correct. References ivory/poaching/herd dwindling. IUCN VU not stated. Mythological format handled well.",2026-05-05 07:27:12
