serial_number,manifest_id,scientific_name,common_name,tier,model_key,format,tradition,temperature,response_idx,pool,image_path
S0233,GBIF_Ursus_maritimus_02,Ursus maritimus,Polar bear,1,llava_interleave,conservation,,0.3,2,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_02.jpg
S0234,iNat_Dermochelys_coriacea_04,Dermochelys coriacea,Leatherback sea turtle,3,llava16,conservation,,0.7,2,forced_evasion,data\iNaturalist\downloaded\tier3_rare_endangered\Dermochelys_coriacea\Dermochelys_coriacea_04.jpg
S0235,iNat_Equus_quagga_01,Equus quagga,Plains zebra,1,idefics3,mythological,West African (Yoruba),0.7,0,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_01.jpg
S0236,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,gemma3,childrens,,0.3,1,forced_ehr_high,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_02.jpg
S0237,iNat_Arctictis_binturong_04,Arctictis binturong,Binturong,2,gemma4_8b,childrens,,0.7,1,stratified_random,data\iNaturalist\downloaded\tier2_regionally_known\Arctictis_binturong\Arctictis_binturong_04.jpg
S0238,GBIF_Panthera_pardus_orientalis_00,Panthera pardus orientalis,Amur leopard,3,idefics3,mythological,Hindu,0.7,0,forced_ehr_high,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_00.jpg
S0239,iNat_Giraffa_camelopardalis_04,Giraffa camelopardalis,Giraffe,1,qwen35_9b,childrens,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_04.jpg
S0240,GBIF_Diceros_bicornis_01,Diceros bicornis,Black rhino,3,gemma3,mythological,Hindu,0.3,0,forced_ehr_high,data\GBIF\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_01.jpg
S0241,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,llava_interleave,mythological,West African (Yoruba),0.3,1,stratified_random,data\GBIF\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0242,GBIF_Pseudoryx_nghetinhensis_01,Pseudoryx nghetinhensis,Saola,3,qwen3vl8b,childrens,,0.7,2,forced_ehr_high,data\GBIF\downloaded\tier3_rare_endangered\Pseudoryx_nghetinhensis\Pseudoryx_nghetinhensis_01.jpg
S0243,iNat_Myrmecophaga_tridactyla_04,Myrmecophaga tridactyla,Giant anteater,2,llava_interleave,conservation,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier2_regionally_known\Myrmecophaga_tridactyla\Myrmecophaga_tridactyla_04.jpg
S0244,GBIF_Ursus_americanus_02,Ursus americanus,American black bear,4,qwen25vl,mythological,East Asian (Chinese/Japanese),0.7,1,forced_evasion,data\GBIF\downloaded\tier4_visually_confusable\Ursus_americanus\Ursus_americanus_02.jpg
S0245,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen3vl8b,mythological,Celtic,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0246,GBIF_Hydrochoerus_hydrochaeris_01,Hydrochoerus hydrochaeris,Capybara,2,idefics3,childrens,,0.7,1,forced_ehr0,data\GBIF\downloaded\tier2_regionally_known\Hydrochoerus_hydrochaeris\Hydrochoerus_hydrochaeris_01.jpg
S0247,iNat_Balaenoptera_musculus_01,Balaenoptera musculus,Blue whale,3,qwen35_9b,conservation,,0.7,2,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Balaenoptera_musculus\Balaenoptera_musculus_01.jpg
S0248,GBIF_Arctictis_binturong_00,Arctictis binturong,Binturong,2,qwen25vl,mythological,Ancient Greek,0.7,2,forced_evasion,data\GBIF\downloaded\tier2_regionally_known\Arctictis_binturong\Arctictis_binturong_00.jpg
S0249,GBIF_Panthera_pardus_orientalis_00,Panthera pardus orientalis,Amur leopard,3,llava16,childrens,,0.3,0,forced_shr1,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_00.jpg
S0250,iNat_Panthera_pardus_04,Panthera pardus,Leopard,4,qwen3vl8b,factual,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Panthera_pardus\Panthera_pardus_04.jpg
S0251,iNat_Equus_quagga_04,Equus quagga,Plains zebra,1,llava16,conservation,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_04.jpg
S0252,GBIF_Panthera_leo_01,Panthera leo,African lion,1,qwen35_9b,childrens,,0.3,1,stratified_random,data\GBIF\downloaded\tier1_iconic_common\Panthera_leo\Panthera_leo_01.jpg
S0253,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,qwen3vl8b,conservation,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_03.jpg
S0254,iNat_Strigops_habroptila_03,Strigops habroptila,Kakapo,3,gemma4_8b,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_03.jpg
S0255,GBIF_Addax_nasomaculatus_01,Addax nasomaculatus,Addax,3,qwen25vl,childrens,,0.7,0,stratified_random,data\GBIF\downloaded\tier3_rare_endangered\Addax_nasomaculatus\Addax_nasomaculatus_01.jpg
S0256,iNat_Strigops_habroptila_04,Strigops habroptila,Kakapo,3,qwen35_9b,mythological,West African (Yoruba),0.7,1,forced_evasion,data\iNaturalist\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_04.jpg
S0257,GBIF_Giraffa_camelopardalis_02,Giraffa camelopardalis,Giraffe,1,llava_interleave,conservation,,0.7,0,forced_ehr0,data\GBIF\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_02.jpg
S0258,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,gemma3,mythological,Hindu,0.7,0,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_02.jpg
S0259,iNat_Ailuropoda_melanoleuca_04,Ailuropoda melanoleuca,Giant panda,1,ayavision,childrens,,0.7,0,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_04.jpg
S0260,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,qwen25vl,conservation,,0.7,2,stratified_random,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_02.jpg
S0261,GBIF_Ambystoma_mexicanum_02,Ambystoma mexicanum,Axolotl,2,qwen35_9b,childrens,,0.7,0,stratified_random,data\GBIF\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_02.jpg
S0262,iNat_Ambystoma_mexicanum_00,Ambystoma mexicanum,Axolotl,2,qwen2vl2b,factual,,0.3,2,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_00.jpg
S0263,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,idefics3,mythological,Celtic,0.3,0,forced_ehr_high,data\iNaturalist\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_02.jpg
S0264,iNat_Ursus_maritimus_04,Ursus maritimus,Polar bear,1,qwen3vl8b,childrens,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_04.jpg
S0265,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,ayavision,childrens,,0.3,1,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_02.jpg
S0266,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,llava16,factual,,0.3,1,forced_ehr_high,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_02.jpg
S0267,GBIF_Gorilla_beringei_beringei_00,Gorilla beringei beringei,Mountain gorilla,3,qwen3vl8b,conservation,,0.3,2,forced_shr1,data\GBIF\downloaded\tier3_rare_endangered\Gorilla_beringei_beringei\Gorilla_beringei_beringei_00.jpg
S0268,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,llava16,childrens,,0.7,1,forced_shr1,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_02.jpg
S0269,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen2vl2b,mythological,Celtic,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0270,iNat_Ailuropoda_melanoleuca_00,Ailuropoda melanoleuca,Giant panda,1,qwen2vl2b,childrens,,0.3,0,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_00.jpg
S0271,GBIF_Hydrochoerus_hydrochaeris_00,Hydrochoerus hydrochaeris,Capybara,2,qwen2vl2b,mythological,East Asian (Chinese/Japanese),0.7,1,forced_shr1,data\GBIF\downloaded\tier2_regionally_known\Hydrochoerus_hydrochaeris\Hydrochoerus_hydrochaeris_00.jpg
S0272,GBIF_Ursus_arctos_00,Ursus arctos,Grizzly bear,4,gemma3,factual,,0.3,2,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_00.jpg
S0273,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,qwen25vl,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0274,GBIF_Panthera_onca_02,Panthera onca,Jaguar,1,qwen3vl8b,childrens,,0.7,0,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_02.jpg
S0275,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,ayavision,childrens,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_02.jpg
S0276,GBIF_Equus_quagga_01,Equus quagga,Plains zebra,1,qwen25vl,mythological,East Asian (Chinese/Japanese),0.3,1,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_01.jpg
S0277,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,qwen35_9b,mythological,Celtic,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_03.jpg
S0278,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,qwen35_9b,mythological,Hindu,0.7,0,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_02.jpg
S0279,iNat_Panthera_pardus_orientalis_00,Panthera pardus orientalis,Amur leopard,3,llava16,childrens,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_00.jpg
S0280,iNat_Aquila_chrysaetos_00,Aquila chrysaetos,Golden eagle,4,llava16,childrens,,0.7,1,forced_ehr0,data\iNaturalist\downloaded\tier4_visually_confusable\Aquila_chrysaetos\Aquila_chrysaetos_00.jpg
S0281,GBIF_Loxodonta_africana_02,Loxodonta africana,African elephant,4,idefics3,childrens,,0.7,2,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_02.jpg
S0282,iNat_Loxodonta_africana_02,Loxodonta africana,African elephant,4,ayavision,factual,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_02.jpg
S0283,iNat_Gorilla_beringei_beringei_04,Gorilla beringei beringei,Mountain gorilla,3,qwen2vl2b,mythological,East Asian (Chinese/Japanese),0.7,0,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Gorilla_beringei_beringei\Gorilla_beringei_beringei_04.jpg
S0284,iNat_Rhinoceros_unicornis_02,Rhinoceros unicornis,Indian rhinoceros,1,ayavision,factual,,0.3,0,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Rhinoceros_unicornis\Rhinoceros_unicornis_02.jpg
S0285,GBIF_Panthera_tigris_tigris_01,Panthera tigris tigris,Bengal tiger,1,idefics3,childrens,,0.7,0,forced_ehr0,data\GBIF\downloaded\tier1_iconic_common\Panthera_tigris_tigris\Panthera_tigris_tigris_01.jpg
S0286,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,idefics3,mythological,West African (Yoruba),0.7,1,forced_ehr_high,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_02.jpg
S0287,iNat_Panthera_pardus_orientalis_04,Panthera pardus orientalis,Amur leopard,3,qwen35_9b,childrens,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_04.jpg
S0288,iNat_Equus_quagga_01,Equus quagga,Plains zebra,1,ayavision,conservation,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_01.jpg
S0289,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,ayavision,mythological,East Asian (Chinese/Japanese),0.3,1,forced_shr1,data\GBIF\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0290,iNat_Panthera_onca_02,Panthera onca,Jaguar,1,gemma4_8b,childrens,,0.7,2,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_02.jpg
S0291,iNat_Panthera_pardus_orientalis_01,Panthera pardus orientalis,Amur leopard,3,qwen2vl2b,mythological,East Asian (Chinese/Japanese),0.7,2,forced_ehr_high,data\iNaturalist\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_01.jpg
S0292,GBIF_Equus_quagga_00,Equus quagga,Plains zebra,1,ayavision,childrens,,0.7,1,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_00.jpg
S0293,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,qwen25vl,mythological,West African (Yoruba),0.3,1,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0294,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,qwen3vl8b,childrens,,0.3,0,forced_ehr_high,data\iNaturalist\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_02.jpg
S0295,GBIF_Panthera_tigris_tigris_02,Panthera tigris tigris,Bengal tiger,1,qwen3vl8b,childrens,,0.7,2,forced_ehr0,data\GBIF\downloaded\tier1_iconic_common\Panthera_tigris_tigris\Panthera_tigris_tigris_02.jpg
S0296,iNat_Giraffa_camelopardalis_03,Giraffa camelopardalis,Giraffe,1,qwen2vl2b,mythological,West African (Yoruba),0.3,2,forced_ehr_high,data\iNaturalist\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_03.jpg
S0297,iNat_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,qwen25vl,childrens,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0298,iNat_Ursus_americanus_02,Ursus americanus,American black bear,4,qwen35_9b,conservation,,0.3,0,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_americanus\Ursus_americanus_02.jpg
S0299,GBIF_Ursus_maritimus_00,Ursus maritimus,Polar bear,1,llava_interleave,conservation,,0.3,2,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_00.jpg
S0300,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,idefics3,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0301,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen25vl,mythological,East Asian (Chinese/Japanese),0.3,2,stratified_random,data\GBIF\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0302,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,idefics3,factual,,0.3,2,forced_ehr_high,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_03.jpg
S0303,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen35_9b,childrens,,0.3,1,forced_ehr_high,data\GBIF\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0304,GBIF_Diceros_bicornis_00,Diceros bicornis,Black rhino,3,idefics3,conservation,,0.7,0,forced_evasion,data\GBIF\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_00.jpg
S0305,GBIF_Loxodonta_africana_00,Loxodonta africana,African elephant,4,gemma4_8b,childrens,,0.7,0,forced_ehr0,data\GBIF\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_00.jpg
S0306,GBIF_Panthera_leo_02,Panthera leo,African lion,1,gemma3,mythological,West African (Yoruba),0.3,2,forced_evasion,data\GBIF\downloaded\tier1_iconic_common\Panthera_leo\Panthera_leo_02.jpg
S0307,iNat_Setonix_brachyurus_03,Setonix brachyurus,Quokka,2,ayavision,factual,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Setonix_brachyurus\Setonix_brachyurus_03.jpg
S0308,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,qwen25vl,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_02.jpg
S0309,iNat_Panthera_tigris_tigris_01,Panthera tigris tigris,Bengal tiger,1,llava_interleave,mythological,Hindu,0.7,2,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_tigris_tigris\Panthera_tigris_tigris_01.jpg
S0310,GBIF_Loxodonta_africana_01,Loxodonta africana,African elephant,4,qwen25vl,childrens,,0.3,0,forced_ehr0,data\GBIF\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_01.jpg
S0311,GBIF_Rhincodon_typus_00,Rhincodon typus,Whale shark,2,gemma4_8b,childrens,,0.7,2,stratified_random,data\GBIF\downloaded\tier2_regionally_known\Rhincodon_typus\Rhincodon_typus_00.jpg
S0312,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,llava_interleave,factual,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_03.jpg
S0313,iNat_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,llava16,mythological,Hindu,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0314,iNat_Pseudoryx_nghetinhensis_00,Pseudoryx nghetinhensis,Saola,3,llava_interleave,mythological,East Asian (Chinese/Japanese),0.3,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Pseudoryx_nghetinhensis\Pseudoryx_nghetinhensis_00.jpg
S0315,GBIF_Ailurus_fulgens_01,Ailurus fulgens,Red panda,2,gemma4_8b,childrens,,0.7,2,forced_ehr0,data\GBIF\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_01.jpg
S0316,GBIF_Panthera_leo_01,Panthera leo,African lion,1,idefics3,childrens,,0.3,0,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Panthera_leo\Panthera_leo_01.jpg
S0317,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,llava16,mythological,Hindu,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_02.jpg
S0318,GBIF_Diceros_bicornis_02,Diceros bicornis,Black rhino,3,llava_interleave,factual,,0.3,0,forced_ehr0,data\GBIF\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_02.jpg
S0319,iNat_Equus_quagga_01,Equus quagga,Plains zebra,1,llava16,mythological,West African (Yoruba),0.3,1,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_01.jpg
S0320,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,ayavision,childrens,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0321,iNat_Giraffa_camelopardalis_00,Giraffa camelopardalis,Giraffe,1,qwen3vl8b,childrens,,0.7,0,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_00.jpg
S0322,iNat_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,idefics3,conservation,,0.3,1,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0323,GBIF_Panthera_leo_00,Panthera leo,African lion,1,gemma3,childrens,,0.3,2,forced_evasion,data\GBIF\downloaded\tier1_iconic_common\Panthera_leo\Panthera_leo_00.jpg
S0324,iNat_Probosciger_aterrimus_02,Probosciger aterrimus,Palm cockatoo,2,gemma3,conservation,,0.3,2,stratified_random,data\iNaturalist\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_02.jpg
S0325,iNat_Patagioenas_squamosa_01,Patagioenas squamosa,Scaly-naped pigeon,2,ayavision,childrens,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Patagioenas_squamosa\Patagioenas_squamosa_01.jpg
S0326,iNat_Pseudoryx_nghetinhensis_00,Pseudoryx nghetinhensis,Saola,3,qwen25vl,childrens,,0.7,2,forced_evasion,data\iNaturalist\downloaded\tier3_rare_endangered\Pseudoryx_nghetinhensis\Pseudoryx_nghetinhensis_00.jpg
S0327,GBIF_Panthera_pardus_01,Panthera pardus,Leopard,4,llava16,mythological,Hindu,0.3,1,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Panthera_pardus\Panthera_pardus_01.jpg
S0328,iNat_Rhinoceros_unicornis_04,Rhinoceros unicornis,Indian rhinoceros,1,gemma3,factual,,0.3,1,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Rhinoceros_unicornis\Rhinoceros_unicornis_04.jpg
S0329,GBIF_Panthera_pardus_00,Panthera pardus,Leopard,4,qwen3vl8b,conservation,,0.3,2,forced_ehr_high,data\GBIF\downloaded\tier4_visually_confusable\Panthera_pardus\Panthera_pardus_00.jpg
S0330,iNat_Arctictis_binturong_01,Arctictis binturong,Binturong,2,idefics3,mythological,Hindu,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Arctictis_binturong\Arctictis_binturong_01.jpg
S0331,GBIF_Loxodonta_africana_01,Loxodonta africana,African elephant,4,qwen3vl8b,mythological,West African (Yoruba),0.3,0,forced_ehr_high,data\GBIF\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_01.jpg
S0332,GBIF_Elephas_maximus_01,Elephas maximus,Asian elephant,4,qwen25vl,factual,,0.3,2,forced_evasion,data\GBIF\downloaded\tier4_visually_confusable\Elephas_maximus\Elephas_maximus_01.jpg
S0333,GBIF_Panthera_onca_02,Panthera onca,Jaguar,1,idefics3,factual,,0.3,0,forced_evasion,data\GBIF\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_02.jpg
S0334,iNat_Arctictis_binturong_01,Arctictis binturong,Binturong,2,qwen25vl,conservation,,0.3,0,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Arctictis_binturong\Arctictis_binturong_01.jpg
S0335,iNat_Rhinoceros_unicornis_04,Rhinoceros unicornis,Indian rhinoceros,1,llava_interleave,mythological,Ancient Greek,0.7,1,forced_ehr_high,data\iNaturalist\downloaded\tier1_iconic_common\Rhinoceros_unicornis\Rhinoceros_unicornis_04.jpg
S0336,GBIF_Acipenser_sturio_01,Acipenser sturio,European sturgeon,3,qwen3vl8b,childrens,,0.7,1,forced_ehr0,data\GBIF\downloaded\tier3_rare_endangered\Acipenser_sturio\Acipenser_sturio_01.jpg
S0337,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,gemma4_8b,mythological,Celtic,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0338,GBIF_Addax_nasomaculatus_00,Addax nasomaculatus,Addax,3,llava_interleave,childrens,,0.7,0,forced_shr1,data\GBIF\downloaded\tier3_rare_endangered\Addax_nasomaculatus\Addax_nasomaculatus_00.jpg
S0339,iNat_Rhinoceros_unicornis_02,Rhinoceros unicornis,Indian rhinoceros,1,qwen35_9b,factual,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Rhinoceros_unicornis\Rhinoceros_unicornis_02.jpg
S0340,iNat_Strigops_habroptila_02,Strigops habroptila,Kakapo,3,gemma4_8b,factual,,0.7,2,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_02.jpg
S0341,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen35_9b,factual,,0.3,1,forced_evasion,data\GBIF\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0342,iNat_Addax_nasomaculatus_03,Addax nasomaculatus,Addax,3,gemma4_8b,factual,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Addax_nasomaculatus\Addax_nasomaculatus_03.jpg
S0343,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,gemma4_8b,conservation,,0.3,2,forced_ehr_high,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_02.jpg
S0344,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,gemma3,mythological,Celtic,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0345,iNat_Panthera_pardus_04,Panthera pardus,Leopard,4,ayavision,childrens,,0.3,1,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Panthera_pardus\Panthera_pardus_04.jpg
S0346,iNat_Ursus_americanus_00,Ursus americanus,American black bear,4,ayavision,factual,,0.7,1,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_americanus\Ursus_americanus_00.jpg
S0347,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,gemma3,conservation,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_02.jpg
S0348,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,gemma3,mythological,West African (Yoruba),0.3,2,forced_ehr_high,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_02.jpg
