serial_number,manifest_id,scientific_name,common_name,tier,model_key,format,tradition,temperature,response_idx,pool,image_path
S0233,iNat_Phocoena_sinus_02,Phocoena sinus,Vaquita,3,qwen2vl2b,factual,,0.3,0,forced_ehr0,data\iNaturalist\downloaded\tier3_rare_endangered\Phocoena_sinus\Phocoena_sinus_02.jpg
S0234,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,gemma3,mythological,Celtic,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0235,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen35_9b,factual,,0.3,1,forced_evasion,data\GBIF\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0236,iNat_Panthera_pardus_orientalis_01,Panthera pardus orientalis,Amur leopard,3,qwen2vl2b,mythological,East Asian (Chinese/Japanese),0.7,2,forced_ehr_high,data\iNaturalist\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_01.jpg
S0237,iNat_Strigops_habroptila_02,Strigops habroptila,Kakapo,3,gemma4_8b,factual,,0.7,2,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_02.jpg
S0238,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,qwen35_9b,childrens,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0239,iNat_Panthera_pardus_04,Panthera pardus,Leopard,4,ayavision,childrens,,0.3,1,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Panthera_pardus\Panthera_pardus_04.jpg
S0240,iNat_Equus_quagga_04,Equus quagga,Plains zebra,1,llava16,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_04.jpg
S0241,iNat_Ambystoma_mexicanum_00,Ambystoma mexicanum,Axolotl,2,qwen2vl2b,factual,,0.3,2,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_00.jpg
S0242,iNat_Ursus_americanus_00,Ursus americanus,American black bear,4,ayavision,factual,,0.7,1,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_americanus\Ursus_americanus_00.jpg
S0243,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,gemma4_8b,factual,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0244,GBIF_Equus_quagga_01,Equus quagga,Plains zebra,1,qwen25vl,mythological,East Asian (Chinese/Japanese),0.3,1,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_01.jpg
S0245,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,llava16,factual,,0.7,2,stratified_random,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_02.jpg
S0246,GBIF_Loxodonta_africana_00,Loxodonta africana,African elephant,4,gemma4_8b,childrens,,0.7,0,forced_ehr0,data\GBIF\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_00.jpg
S0247,iNat_Aquila_chrysaetos_01,Aquila chrysaetos,Golden eagle,4,gemma3,factual,,0.7,1,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Aquila_chrysaetos\Aquila_chrysaetos_01.jpg
S0248,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen35_9b,conservation,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0249,GBIF_Myrmecophaga_tridactyla_02,Myrmecophaga tridactyla,Giant anteater,2,idefics3,childrens,,0.7,0,forced_ehr0,data\GBIF\downloaded\tier2_regionally_known\Myrmecophaga_tridactyla\Myrmecophaga_tridactyla_02.jpg
S0250,iNat_Panthera_pardus_orientalis_00,Panthera pardus orientalis,Amur leopard,3,llava16,childrens,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_00.jpg
S0251,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,llava_interleave,mythological,West African (Yoruba),0.3,1,stratified_random,data\GBIF\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0252,GBIF_Panthera_pardus_01,Panthera pardus,Leopard,4,qwen2vl2b,factual,,0.3,1,forced_evasion,data\GBIF\downloaded\tier4_visually_confusable\Panthera_pardus\Panthera_pardus_01.jpg
S0253,iNat_Patagioenas_squamosa_04,Patagioenas squamosa,Scaly-naped pigeon,2,qwen2vl2b,factual,,0.3,2,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Patagioenas_squamosa\Patagioenas_squamosa_04.jpg
S0254,iNat_Panthera_pardus_orientalis_00,Panthera pardus orientalis,Amur leopard,3,qwen25vl,conservation,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_00.jpg
S0255,iNat_Elephas_maximus_02,Elephas maximus,Asian elephant,4,idefics3,mythological,Hindu,0.7,0,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Elephas_maximus\Elephas_maximus_02.jpg
S0256,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,llava16,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0257,iNat_Giraffa_camelopardalis_00,Giraffa camelopardalis,Giraffe,1,gemma3,childrens,,0.7,2,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_00.jpg
S0258,iNat_Balaenoptera_musculus_03,Balaenoptera musculus,Blue whale,3,idefics3,factual,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Balaenoptera_musculus\Balaenoptera_musculus_03.jpg
S0259,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,ayavision,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0260,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen2vl2b,factual,,0.3,1,forced_ehr_high,data\GBIF\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0261,iNat_Probosciger_aterrimus_03,Probosciger aterrimus,Palm cockatoo,2,qwen25vl,conservation,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_03.jpg
S0262,GBIF_Panthera_pardus_01,Panthera pardus,Leopard,4,qwen35_9b,childrens,,0.7,1,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Panthera_pardus\Panthera_pardus_01.jpg
S0263,iNat_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,qwen2vl2b,factual,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0264,iNat_Balaenoptera_musculus_01,Balaenoptera musculus,Blue whale,3,qwen25vl,mythological,West African (Yoruba),0.7,2,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Balaenoptera_musculus\Balaenoptera_musculus_01.jpg
S0265,iNat_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,idefics3,childrens,,0.7,2,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0266,GBIF_Panthera_pardus_02,Panthera pardus,Leopard,4,llava16,conservation,,0.7,1,forced_evasion,data\GBIF\downloaded\tier4_visually_confusable\Panthera_pardus\Panthera_pardus_02.jpg
S0267,iNat_Equus_quagga_04,Equus quagga,Plains zebra,1,qwen25vl,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_04.jpg
S0268,iNat_Equus_quagga_04,Equus quagga,Plains zebra,1,qwen25vl,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_04.jpg
S0269,GBIF_Diceros_bicornis_02,Diceros bicornis,Black rhino,3,ayavision,mythological,Ancient Greek,0.7,0,forced_evasion,data\GBIF\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_02.jpg
S0270,iNat_Diceros_bicornis_02,Diceros bicornis,Black rhino,3,qwen25vl,mythological,East Asian (Chinese/Japanese),0.3,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_02.jpg
S0271,GBIF_Panthera_pardus_orientalis_00,Panthera pardus orientalis,Amur leopard,3,qwen3vl8b,factual,,0.3,0,forced_evasion,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_00.jpg
S0272,GBIF_Equus_quagga_00,Equus quagga,Plains zebra,1,ayavision,childrens,,0.7,1,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_00.jpg
S0273,iNat_Tapirus_terrestris_04,Tapirus terrestris,South American tapir,2,llava_interleave,conservation,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_04.jpg
S0274,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,qwen25vl,conservation,,0.7,0,forced_ehr_high,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_03.jpg
S0275,iNat_Giraffa_camelopardalis_04,Giraffa camelopardalis,Giraffe,1,qwen25vl,conservation,,0.7,1,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_04.jpg
S0276,iNat_Hydrochoerus_hydrochaeris_04,Hydrochoerus hydrochaeris,Capybara,2,ayavision,conservation,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Hydrochoerus_hydrochaeris\Hydrochoerus_hydrochaeris_04.jpg
S0277,GBIF_Giraffa_camelopardalis_00,Giraffa camelopardalis,Giraffe,1,qwen35_9b,conservation,,0.3,0,forced_ehr0,data\GBIF\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_00.jpg
S0278,iNat_Panthera_onca_00,Panthera onca,Jaguar,1,gemma3,childrens,,0.3,1,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_00.jpg
S0279,GBIF_Crocodylus_niloticus_02,Crocodylus niloticus,Nile crocodile,4,qwen3vl8b,factual,,0.7,1,forced_evasion,data\GBIF\downloaded\tier4_visually_confusable\Crocodylus_niloticus\Crocodylus_niloticus_02.jpg
S0280,iNat_Aquila_chrysaetos_02,Aquila chrysaetos,Golden eagle,4,ayavision,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Aquila_chrysaetos\Aquila_chrysaetos_02.jpg
S0281,iNat_Aquila_chrysaetos_01,Aquila chrysaetos,Golden eagle,4,gemma3,mythological,Celtic,0.3,0,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Aquila_chrysaetos\Aquila_chrysaetos_01.jpg
S0282,GBIF_Equus_quagga_02,Equus quagga,Plains zebra,1,qwen2vl2b,conservation,,0.3,2,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_02.jpg
S0283,iNat_Hydrochoerus_hydrochaeris_02,Hydrochoerus hydrochaeris,Capybara,2,gemma4_8b,childrens,,0.3,0,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Hydrochoerus_hydrochaeris\Hydrochoerus_hydrochaeris_02.jpg
S0284,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,qwen3vl8b,conservation,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_03.jpg
S0285,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen2vl2b,mythological,Celtic,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0286,GBIF_Ursus_maritimus_00,Ursus maritimus,Polar bear,1,llava_interleave,factual,,0.3,2,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_00.jpg
S0287,GBIF_Loxodonta_africana_02,Loxodonta africana,African elephant,4,gemma4_8b,childrens,,0.3,2,forced_ehr0,data\GBIF\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_02.jpg
S0288,GBIF_Acinonyx_jubatus_01,Acinonyx jubatus,Cheetah,4,qwen3vl8b,mythological,East Asian (Chinese/Japanese),0.7,0,forced_ehr_high,data\GBIF\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_01.jpg
S0289,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,gemma4_8b,factual,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0290,iNat_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,llava16,factual,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0291,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen2vl2b,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0292,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,gemma3,conservation,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0293,iNat_Panthera_pardus_04,Panthera pardus,Leopard,4,gemma3,childrens,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Panthera_pardus\Panthera_pardus_04.jpg
S0294,iNat_Addax_nasomaculatus_04,Addax nasomaculatus,Addax,3,qwen3vl8b,conservation,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Addax_nasomaculatus\Addax_nasomaculatus_04.jpg
S0295,iNat_Ambystoma_mexicanum_04,Ambystoma mexicanum,Axolotl,2,gemma3,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_04.jpg
S0296,iNat_Rhincodon_typus_00,Rhincodon typus,Whale shark,2,qwen3vl8b,childrens,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Rhincodon_typus\Rhincodon_typus_00.jpg
S0297,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,qwen25vl,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_03.jpg
S0298,iNat_Rhinoceros_unicornis_00,Rhinoceros unicornis,Indian rhinoceros,1,idefics3,mythological,West African (Yoruba),0.3,2,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Rhinoceros_unicornis\Rhinoceros_unicornis_00.jpg
S0299,iNat_Strigops_habroptila_00,Strigops habroptila,Kakapo,3,qwen2vl2b,factual,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_00.jpg
S0300,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,llava_interleave,factual,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_03.jpg
S0301,iNat_Rhincodon_typus_01,Rhincodon typus,Whale shark,2,gemma4_8b,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Rhincodon_typus\Rhincodon_typus_01.jpg
S0302,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,llava_interleave,childrens,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0303,GBIF_Loxodonta_africana_00,Loxodonta africana,African elephant,4,gemma3,childrens,,0.7,1,forced_ehr0,data\GBIF\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_00.jpg
S0304,iNat_Giraffa_camelopardalis_04,Giraffa camelopardalis,Giraffe,1,gemma4_8b,conservation,,0.3,0,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_04.jpg
S0305,iNat_Gorilla_beringei_beringei_03,Gorilla beringei beringei,Mountain gorilla,3,ayavision,mythological,Celtic,0.3,2,forced_evasion,data\iNaturalist\downloaded\tier3_rare_endangered\Gorilla_beringei_beringei\Gorilla_beringei_beringei_03.jpg
S0306,iNat_Arctictis_binturong_04,Arctictis binturong,Binturong,2,qwen3vl8b,factual,,0.3,0,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Arctictis_binturong\Arctictis_binturong_04.jpg
S0307,iNat_Balaenoptera_musculus_02,Balaenoptera musculus,Blue whale,3,qwen2vl2b,childrens,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Balaenoptera_musculus\Balaenoptera_musculus_02.jpg
S0308,iNat_Ambystoma_mexicanum_04,Ambystoma mexicanum,Axolotl,2,llava16,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_04.jpg
S0309,iNat_Giraffa_camelopardalis_00,Giraffa camelopardalis,Giraffe,1,gemma4_8b,conservation,,0.3,2,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_00.jpg
S0310,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,ayavision,childrens,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0311,iNat_Giraffa_camelopardalis_04,Giraffa camelopardalis,Giraffe,1,ayavision,mythological,Celtic,0.7,1,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_04.jpg
S0312,GBIF_Setonix_brachyurus_02,Setonix brachyurus,Quokka,2,qwen35_9b,factual,,0.7,2,forced_shr1,data\GBIF\downloaded\tier2_regionally_known\Setonix_brachyurus\Setonix_brachyurus_02.jpg
S0313,iNat_Panthera_onca_02,Panthera onca,Jaguar,1,idefics3,childrens,,0.7,2,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_02.jpg
S0314,iNat_Patagioenas_squamosa_04,Patagioenas squamosa,Scaly-naped pigeon,2,qwen25vl,childrens,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier2_regionally_known\Patagioenas_squamosa\Patagioenas_squamosa_04.jpg
S0315,iNat_Rhinoceros_unicornis_00,Rhinoceros unicornis,Indian rhinoceros,1,llava_interleave,mythological,West African (Yoruba),0.3,2,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Rhinoceros_unicornis\Rhinoceros_unicornis_00.jpg
S0316,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,qwen35_9b,mythological,Ancient Greek,0.7,0,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0317,GBIF_Ursus_maritimus_02,Ursus maritimus,Polar bear,1,gemma4_8b,factual,,0.7,2,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_02.jpg
S0318,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen35_9b,childrens,,0.3,1,forced_ehr_high,data\GBIF\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0319,GBIF_Panthera_pardus_orientalis_01,Panthera pardus orientalis,Amur leopard,3,qwen2vl2b,conservation,,0.7,2,forced_ehr_high,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_01.jpg
S0320,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,qwen35_9b,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_03.jpg
S0321,iNat_Ailurus_fulgens_00,Ailurus fulgens,Red panda,2,qwen3vl8b,mythological,Celtic,0.7,1,forced_ehr0,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_00.jpg
S0322,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,idefics3,mythological,West African (Yoruba),0.7,1,forced_ehr_high,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_02.jpg
S0323,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,idefics3,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_03.jpg
S0324,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,gemma4_8b,mythological,West African (Yoruba),0.3,1,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0325,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,qwen25vl,childrens,,0.3,1,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0326,iNat_Alligator_mississippiensis_04,Alligator mississippiensis,American alligator,4,llava_interleave,conservation,,0.3,0,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_04.jpg
S0327,iNat_Probosciger_aterrimus_03,Probosciger aterrimus,Palm cockatoo,2,llava_interleave,childrens,,0.7,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_03.jpg
S0328,GBIF_Pseudoryx_nghetinhensis_01,Pseudoryx nghetinhensis,Saola,3,gemma4_8b,factual,,0.3,1,forced_shr1,data\GBIF\downloaded\tier3_rare_endangered\Pseudoryx_nghetinhensis\Pseudoryx_nghetinhensis_01.jpg
S0329,GBIF_Strigops_habroptila_02,Strigops habroptila,Kakapo,3,llava16,childrens,,0.7,1,forced_shr1,data\GBIF\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_02.jpg
S0330,iNat_Ambystoma_mexicanum_04,Ambystoma mexicanum,Axolotl,2,gemma4_8b,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_04.jpg
S0331,iNat_Tapirus_terrestris_01,Tapirus terrestris,South American tapir,2,gemma3,conservation,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_01.jpg
S0332,GBIF_Panthera_pardus_01,Panthera pardus,Leopard,4,gemma3,mythological,Hindu,0.7,1,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Panthera_pardus\Panthera_pardus_01.jpg
S0333,GBIF_Acinonyx_jubatus_00,Acinonyx jubatus,Cheetah,4,idefics3,factual,,0.7,2,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_00.jpg
S0334,iNat_Arctictis_binturong_02,Arctictis binturong,Binturong,2,gemma3,factual,,0.7,2,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Arctictis_binturong\Arctictis_binturong_02.jpg
S0335,iNat_Ursus_americanus_02,Ursus americanus,American black bear,4,qwen35_9b,factual,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_americanus\Ursus_americanus_02.jpg
S0336,GBIF_Equus_quagga_01,Equus quagga,Plains zebra,1,qwen2vl2b,childrens,,0.7,0,forced_ehr0,data\GBIF\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_01.jpg
S0337,GBIF_Pseudoryx_nghetinhensis_00,Pseudoryx nghetinhensis,Saola,3,qwen2vl2b,mythological,West African (Yoruba),0.7,0,forced_evasion,data\GBIF\downloaded\tier3_rare_endangered\Pseudoryx_nghetinhensis\Pseudoryx_nghetinhensis_00.jpg
S0338,iNat_Tapirus_terrestris_03,Tapirus terrestris,South American tapir,2,qwen35_9b,mythological,Celtic,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_03.jpg
S0339,GBIF_Giraffa_camelopardalis_02,Giraffa camelopardalis,Giraffe,1,ayavision,mythological,Celtic,0.7,0,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_02.jpg
S0340,iNat_Panthera_onca_01,Panthera onca,Jaguar,1,gemma4_8b,childrens,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_01.jpg
S0341,GBIF_Tapirus_terrestris_01,Tapirus terrestris,South American tapir,2,llava_interleave,conservation,,0.3,2,forced_evasion,data\GBIF\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_01.jpg
S0342,GBIF_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen2vl2b,mythological,East Asian (Chinese/Japanese),0.3,1,forced_shr1,data\GBIF\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0343,GBIF_Probosciger_aterrimus_02,Probosciger aterrimus,Palm cockatoo,2,llava_interleave,childrens,,0.7,1,forced_shr1,data\GBIF\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_02.jpg
S0344,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen3vl8b,mythological,Celtic,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0345,GBIF_Patagioenas_squamosa_01,Patagioenas squamosa,Scaly-naped pigeon,2,idefics3,childrens,,0.3,0,forced_ehr0,data\GBIF\downloaded\tier2_regionally_known\Patagioenas_squamosa\Patagioenas_squamosa_01.jpg
S0346,GBIF_Loxodonta_africana_00,Loxodonta africana,African elephant,4,idefics3,childrens,,0.7,0,forced_ehr0,data\GBIF\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_00.jpg
S0347,GBIF_Probosciger_aterrimus_00,Probosciger aterrimus,Palm cockatoo,2,llava16,childrens,,0.7,1,forced_shr1,data\GBIF\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_00.jpg
S0348,iNat_Patagioenas_squamosa_01,Patagioenas squamosa,Scaly-naped pigeon,2,qwen35_9b,conservation,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Patagioenas_squamosa\Patagioenas_squamosa_01.jpg
S0349,GBIF_Panthera_onca_00,Panthera onca,Jaguar,1,qwen35_9b,conservation,,0.7,1,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_00.jpg
